bench_0.wav|Then a certain Vajjian monk approached him and, on arrival, having bowed down to him, sat to one side.
bench_1.wav|The brahman householders of Venāgapura heard it said, 'Gotama the contemplative—the son of the Sakyans, having gone forth from the Sakyan clan—has arrived at Kesaputta.
bench_2.wav|The Kālāmas of Kesaputta heard it said, 'Gotama the contemplative—the son of the Sakyans, having gone forth from the Sakyan clan—has arrived at Kesaputta.
bench_3.wav|PURITIES (1). SOCEYYA SUTTA AṄGUTTARA NIKĀYA 3:121
bench_4.wav|PURITIES (2). SOCEYYA SUTTA AṄGUTTARA NIKĀYA 3:122
bench_5.wav|'Quite secluded from sensuality, secluded from unskillful qualities, I enter & remain in the first jhāna:
bench_6.wav|Who else aside from Master Gotama could obtain at will, without trouble, without difficulty, such a Brahmā high & luxurious bed?
bench_7.wav|'If, brahman, having become like this, I am walking back & forth, my walking back & forth on that occasion is Brahmā-like.
bench_8.wav|It is owing to Brahmā that his mind is calmed, that joy arises, and that whatever defilements there are in his mind are abandoned.
bench_9.wav|On one occasion Venerable Mahā Kaccāna was staying near Madhura in the Gundā Forest.
bench_10.wav|'And is there anyone in the world, Master Kaccāna, who has overcome both this relishing…
bench_11.wav|With the stilling of directed thoughts & evaluations, he enters & remains in the second jhāna:
bench_12.wav|With the stilling of directed thoughts & evaluations, I enter & remain in the second jhāna:
bench_13.wav|'Master Gotama attains—whenever he wants, without strain, without difficulty—the four jhānas that are heightened mental states, pleasant abidings in the here & now.
bench_14.wav|TO CHANNA THE WANDERER. CHANNA SUTTA AṄGUTTARA NIKĀYA 3:72
bench_15.wav|'And who in the world, Master Kaccāna, has overcome both this relishing…
bench_16.wav|The divine high & luxurious bed, the Brahmā high & luxurious bed, the noble high & luxurious bed.
bench_17.wav|'Vaccha, whoever prevents another from giving a gift creates three obstructions, three impediments.
bench_18.wav|(and) exercises influence with his body even as far as the Brahmā worlds:
bench_19.wav|(and) exercises influence with his body even as far as the Brahmā worlds.
bench_20.wav|(and) exercise influence with my body even as far as the Brahmā worlds;
bench_21.wav|One day King Pacetana said to his chariot maker, 'My good chariot maker, in six months time from now a battle will take place.
bench_22.wav|He lives with Brahmā [equals the Buddha].
bench_23.wav|'There are the Devas of the Four Great Kings, the Devas of the Thirty-three, the Devas of the Hours, the Contented Devas, the Devas Delighting in Creation, the Devas [Muses?]
bench_24.wav|If, having become like this, I am standing, my standing on that occasion is Brahmā-like.
bench_25.wav|If, having become like this, I am sitting, my sitting on that occasion is Brahmā-like.
bench_26.wav|He is thus called a disciple of the noble ones undertaking the Brahmā-uposatha.
bench_27.wav|'And, yes, I attain—whenever I want, without strain, without difficulty—the four jhānas that are heightened mental states, pleasant abidings in the here & now.
bench_28.wav|'Magnificent, Master Kaccāna!
bench_29.wav|'He attains—whenever he wants, without strain, without difficulty—the four jhānas that are heightened mental states, pleasant abidings in the here & now.
bench_30.wav|TO THE SAKYAN. SAKKA SUTTA AṄGUTTARA NIKĀYA 3:74
bench_31.wav|THE CHARIOT MAKER. PACETANA SUTTA AṄGUTTARA NIKĀYA 3:15
bench_32.wav|A SHARE IN CLEAR KNOWING. VIJJĀ-BHĀGIYA SUTTA AṄGUTTARA NIKĀYA 2:29
bench_33.wav|Wielding Power over the Creations of Others, the Devas of Brahmā's retinue, the devas beyond them.
bench_34.wav|King Pacetana said to him, 'In six days time from now the battle will take place.
bench_35.wav|He exercises influence with his body even as far as the Brahmā worlds.
bench_36.wav|PENALTIES. VAJJA SUTTA AṄGUTTARA NIKĀYA 2:1
bench_37.wav|'Vaccha, whoever says this:
bench_38.wav|AT GOTAMAKA SHRINE. GOTAMAKA-CETIYA SUTTA AṄGUTTARA NIKĀYA 3:126
bench_39.wav|Even by Brahmā he's praised.
bench_40.wav|THE THOROUGHBRED (2). ĀJĀNIYA SUTTA AṄGUTTARA NIKĀYA 3:98
bench_41.wav|THE THOROUGHBRED (3). ĀJĀNIYA SUTTA AṄGUTTARA NIKĀYA 3:99
bench_42.wav|absorbed in jhāna;
bench_43.wav|absorbed in jhāna,
bench_44.wav|THE THOROUGHBRED. ĀJĀNIYA SUTTA AṄGUTTARA NIKĀYA 3:97
bench_45.wav|'As long as they live, the arahants live on one meal a day, abstaining from food at night, refraining from food at the wrong time of day [from noon until dawn].
bench_46.wav|'Whether or not there is the arising of Tathāgatas, this property stands—this steadfastness of the Dhamma, this orderliness of the Dhamma:
bench_47.wav|UPSIDE DOWN. AVAKUJJA SUTTA AṄGUTTARA NIKĀYA 3:30
bench_48.wav|WITHOUT INVESTIGATING. ANANUVICCA SUTTA AṄGUTTARA NIKĀYA 2:134
bench_49.wav|Then Channa the wanderer went to Venerable Ānanda and, on arrival, exchanged courteous greetings with him.
bench_50.wav|URGENT. ACCĀYIKA SUTTA AṄGUTTARA NIKĀYA 3:93
bench_51.wav|WHEELS. CAKKA SUTTA AṄGUTTARA NIKĀYA 4:31
bench_52.wav|TO ANURUDDHA. ANURUDDHA SUTTA AṄGUTTARA NIKĀYA 3:131
bench_53.wav|And on that occasion Venerable Sāriputta was staying near Sāvatthī in the Eastern Monastery, the palace of Migāra's mother.
bench_54.wav|'Sir, those who teach a Dhamma for the abandoning of passion, for the abandoning of aversion, for the abandoning of delusion—their Dhamma is well-taught.
bench_55.wav|'Those who teach a Dhamma for the abandoning of passion, for the abandoning of aversion, for the abandoning of delusion—their Dhamma is well-taught.
bench_56.wav|'And a person like this is called one who speaks at the wrong time, speaks what is unfactual, speaks what is irrelevant, speaks contrary to the Dhamma, speaks contrary to the Vinaya.
bench_57.wav|The uposatha of a cowherd, the uposatha of the Jains, and the uposatha of the noble ones.
bench_58.wav|'And a person like this is called one who speaks at the right time, speaks what is factual, speaks what is relevant, speaks in line with the Dhamma, speaks in line with the Vinaya.
bench_59.wav|If a person, when asked a question, puts down (the questioner), crushes him, ridicules him, grasps at his little mistakes, then—that being the case—he is a person unfit to talk with.
bench_60.wav|'The person through whom one has gone to the Buddha for refuge, has gone to the Dhamma for refuge, has gone to the Saṅgha for refuge:
bench_61.wav|'Just as a palmyra fruit, freshly removed from its stalk, is pure & bright, in the same way, clear are Master Gotama's faculties, pure his complexion, & bright!
bench_62.wav|SAGACITY. MONEYYA SUTTA AṄGUTTARA NIKĀYA 3:123
bench_63.wav|SKILLFUL & UNSKILLFUL. KUSAL'AKUSALA SUTTA AṄGUTTARA NIKĀYA 2:19
bench_64.wav|Because of not having wrongly inflicted suffering on another person through beating or imprisonment or confiscation or placing blame or banishment, (with the thought,) 'I have power.
bench_65.wav|Those who teach a Dhamma for the abandoning of passion, for the abandoning of aversion, for the abandoning of delusion—is their Dhamma well-taught or not?
bench_66.wav|A MEANING TO BE INFERRED. NEYYATTHA SUTTA AṄGUTTARA NIKĀYA 2:24
bench_67.wav|'Just as a yellow jujube fruit in the autumn is pure & bright, in the same way, clear are Master Gotama's faculties, pure his complexion, & bright!
bench_68.wav|Because of having wrongly inflicted suffering on another person through beating or imprisonment or confiscation or placing blame or banishment, (with the thought,) 'I have power.
bench_69.wav|'The thought occurs to him [the first man], 'It's because of these sorts of evil actions that when a thief, a criminal, is captured by a king, they torture him in many ways.
bench_70.wav|'With the ending of the five lower fetters, he is one going upstream to the Peerless [the Akaniṭṭha heaven, the highest of the Pure Abodes].
bench_71.wav|confident, inspiring confidence, his senses calmed, his mind calmed, having attained the utmost control & tranquility, tamed, guarded, his senses restrained, a nāga.
bench_72.wav|THE DONKEY. GADRABHA SUTTA AṄGUTTARA NIKĀYA 3:83
bench_73.wav|IMPERTURBABLE. ANEÑJAKA SUTTA AṄGUTTARA NIKĀYA 3:117
bench_74.wav|'There are these six media of sensory contact' is a Dhamma taught by me that is unrefuted, undefiled, blameless, not faulted by knowledgeable contemplatives & brahmans.
bench_75.wav|'There are these six media of sensory contact' is a Dhamma taught by me that is unrefuted, undefiled, blameless, not faulted by knowledgeable contemplatives & brahmans':
bench_76.wav|IMMEASURABLE. APPAMEYYA SUTTA AṄGUTTARA NIKĀYA 3:116
bench_77.wav|THE ORDERLINESS OF THE DHAMMA. DHAMMA-NIYĀMA SUTTA AṄGUTTARA NIKĀYA 3:137
bench_78.wav|Such is the uposatha of the Jains, Visākhā.
bench_79.wav|TO HATTHAKA. HATTHAKA SUTTA AṄGUTTARA NIKĀYA 3:35
bench_80.wav|'Monks, the great Sal trees that live in dependence on the Himalayas, the king of mountains, prosper in terms of three kinds of prosperity.
bench_81.wav|'As long as they live, the arahants—abandoning fermented & distilled liquors that cause heedlessness—abstain from fermented & distilled liquors that cause heedlessness.
bench_82.wav|'With the ending of effluents—he remains in the effluent-free awareness-release & discernment-release, having directly known & realized them for himself right in the here & now.
bench_83.wav|BOMBAST. UKKĀCITA SUTTA AṄGUTTARA NIKĀYA 2:46
bench_84.wav|'There are these four noble truths' is a Dhamma taught by me that is unrefuted, undefiled, blameless, not faulted by knowledgeable contemplatives & brahmans.
bench_85.wav|'There are these four noble truths' is a Dhamma taught by me that is unrefuted, undefiled, blameless, not faulted by knowledgeable contemplatives & brahmans':
bench_86.wav|FOR THE BENEFIT OF MANY PEOPLE. BAHUJANAHITĀYA SUTTA AṄGUTTARA NIKĀYA 1:140 TO 141
bench_87.wav|With the ending of the five lower fetters, he is due to spontaneously reappear (in the Pure Abodes), there to be totally unbound, destined never again to return from that world.
bench_88.wav|the crookedness, faults, & flaws of mental action are abandoned stands firm in this Dhamma & Vinaya, just like the wheel that took six months minus six days to finish.
bench_89.wav|'These are the three sectarian guilds that—when cross-examined, pressed for reasons, & rebuked by wise people—even though they may explain otherwise, remain stuck in inaction.
bench_90.wav|'One who is a disciple of the noble ones—his mind thus free from hostility, free from ill will, undefiled, & pure—acquires these four assurances in the here & now.
